"","hhid","energy_kcal","vita_rae_mcg","thia_mg","ribo_mg","niac_mg","vitb6_mg","folate_mcg","vitb12_mcg","fe_mg","zn_mg","mar","mpa","sep_quintile","res","res_quintile","adm1","survey_wgt"
"65",412081101,3343.45717591068,234.296746401694,0.950992533234708,0.744523964995674,9.73509999895056,1.07624804366209,245.600934307256,0.912312105565118,11.6512053000229,7.03588688356865,0.712472809380218,0.142777777777778,5,"Urban",5,22,172
"66",412081102,2457.1473094017,152.25142253596,1.05383266432954,0.787029092787263,9.38861762359731,1.06606097064447,331.518230811738,2.08788489208633,10.0592871115276,7.45667281253195,0.7522003831666,0.302333333333333,5,"Urban",4,22,172
"67",412081201,2644.15956577571,271.328021065407,0.749886842167596,0.554103123313192,9.85633457371756,1.12076644437363,323.575079690017,0.580603674540682,8.7703115134696,6.99248616560925,0.659855704443043,0.143333333333333,4,"Urban",4,22,2408
"68",412081202,2345.30929852317,255.15764030748,1.16216939445408,0.798567022906134,11.9450175880955,1.25139523747969,389.759328261778,0.994151624548736,14.3317879392495,9.09592252291554,0.791807645396325,0.363666666666667,3,"Urban",2,22,2408
"69",412081203,2655.36806275221,169.655948190155,1.01116022429225,0.801438244084249,11.0396219278726,1.20560901000469,230.953060319364,1.73502645502645,11.0268724054008,8.60996785653939,0.7797589095735,0.226444444444444,3,"Urban",2,22,2408
"70",412081204,2359.68065478636,190.1745529295,1.25017435288528,0.925606212924274,10.6056199411305,1.05815228174415,280.917587889382,2.93579207920792,12.3319362488861,7.66365782552721,0.797788727051452,0.365666666666667,3,"Urban",2,22,2408
"71",412081301,1955.09777758722,188.249371287931,0.836031059098637,0.615462168084329,9.53887293793774,0.972820417532086,194.263199361423,0.317203856749311,10.4237685346193,6.93238108539417,0.609186514600977,0.0415555555555556,1,"Urban",1,22,6450
"72",412081302,1846.72080415029,101.733620600471,0.704529055672954,0.528081276530426,8.3907062501418,0.77586887417863,215.51678619997,0.416334405144695,8.3787485645138,6.09352837542693,0.533105568417125,0.0112222222222222,1,"Urban",1,22,6450
"73",412091101,1971.39761701581,64.5525645362341,0.816338034232458,0.601618478487428,7.40981332011197,0.723361971727236,122.242657039031,1.20856540084388,6.75096581284842,5.94170277914653,0.523196991422324,0.0188888888888889,4,"Urban",3,22,658
"74",412091201,1674.52191546583,74.418815177313,0.59578037626881,0.451982417437886,7.74554233442048,0.664106783969665,118.86198190181,0.361443569553806,5.36296964357062,4.97274147505053,0.41773726334291,0,5,"Urban",4,22,1974
"75",412091202,1723.74889867841,92.8128120411159,0.759765051395007,0.569104258443465,8.53706314243758,0.795998531571218,294.445961820852,0.719309838472834,7.92496328928047,6.52599118942731,0.579224888014149,0.116111111111111,4,"Urban",3,22,1974
"76",412091301,1661.26655808904,124.497312703583,0.579103148751358,0.469654723127037,7.61794788273618,0.646787187839306,178.590010857764,0.230358306188925,5.94060803474485,5.36633007600436,0.452191331349521,0.000444444444444444,2,"Urban",2,22,10199
"77",412092101,2822.75230274214,197.257202549426,1.01653831563217,0.650877699474208,7.90866477027547,0.934967756175254,377.888913461943,1.75140997830803,12.5912045584885,7.29765218769996,0.721631644015324,0.222555555555556,5,"Urban",5,22,987
"78",412092201,2035.77061151161,105.234646220717,0.813594686386937,0.62240988469707,8.78407783852221,0.877502103241103,228.270173627251,1.56629669931085,7.79271936858439,6.80769820951161,0.642514373102685,0.0414444444444444,4,"Urban",3,22,8883
"79",412092202,2947.81415807145,132.132089457179,0.988771814977988,0.736421044279668,13.0219586563959,1.2046699592318,197.762109975993,0.364074906367041,9.81301540214291,9.39571709198808,0.677235547059502,0.253222222222222,4,"Urban",3,22,8883
"80",412092301,2312.67088402271,78.4741995133819,0.667306569343067,0.546562854825629,10.2596188158962,0.905181670721818,125.999464720195,0.250170316301703,6.81732360097324,6.94756690997568,0.507287131162404,0.028,1,"Urban",1,22,10199
"81",412101101,4547.51613107596,315.910610721931,1.0706838484893,0.763765775337443,6.75286972897259,0.911556731823861,156.208858070063,2.69110236220472,8.81486469505653,5.11084099499322,0.674082380145441,0.219333333333333,5,"Urban",5,22,864
"82",412101102,4423.89337347134,260.498592276615,1.39875405418624,0.828787814253024,10.1127683340978,1.25966932918465,308.36272329736,2.09134214390602,12.8599038283958,9.19348950491953,0.836989244544417,0.381222222222222,5,"Urban",5,22,864
"83",412101201,1996.00541154874,134.064087771649,1.63174033198436,0.911900555635252,10.969880117623,1.27909364193636,222.812849502039,1.23148542999289,16.2518699939499,11.4519605848807,0.798751798158621,0.324777777777778,3,"Urban",2,22,567
"84",412101202,3038.92138755312,245.333270890584,1.94763429339497,1.2103442455577,11.503850187588,1.50992207732442,320.365006585783,3.42486161251504,19.4985642746898,12.2806766979451,0.922465088791648,0.665888888888889,4,"Urban",4,22,567
"85",412101203,2106.72261234553,145.302092770343,1.05244700560929,0.777506822450237,9.2229937315498,1.01011606781524,193.740464742071,2.22831402831403,8.88788472870065,7.72965058171718,0.715514966394224,0.210333333333333,2,"Urban",2,22,567
"86",412101204,2621.88038118203,310.131853399578,1.34051871764586,0.869470487647091,9.38844825084934,1.29154004314961,337.475744800556,2.09134214390602,12.2642039183565,9.025643177663,0.842345479994185,0.371555555555556,5,"Urban",5,22,567
"87",412101301,1889.07575359216,79.9775492909424,0.721524310631466,0.604769649371029,8.72423776008262,0.760207688184838,145.111474371834,0.781728395061728,6.14560821634295,6.5879195586822,0.52217225878185,0.005,4,"Urban",3,22,324
"88",412101302,1942.83344399124,230.940615585856,0.981052871789502,0.666767261794312,8.99047411002731,0.938389347869206,166.591176641842,1.22239344262295,9.18986215378987,7.36157296263634,0.659211670129495,0.0961111111111111,3,"Urban",2,22,324
"89",412111101,3521.2626921964,245.775471208187,1.35976522501564,0.964937414725467,11.1364789900387,1.19927189928013,284.464288266258,2.10745014245014,13.5880115726267,9.66897500645214,0.857878375034041,0.410444444444444,5,"Urban",5,22,897.75
"90",412111102,3958.60103897535,259.234046328412,0.695476291780397,0.449412128285277,4.9324214915591,0.638329905115087,105.695806015195,0.887139107611548,7.80374982679297,3.96847779497386,0.465636446817419,0.00166666666666667,5,"Urban",5,22,897.75
"91",412111201,1681.62057631071,31.9754054901316,0.820899421977044,0.577821942012168,7.74732532650574,0.709287728760722,101.261178271001,1.05182093163944,6.90856308570358,6.2460522322933,0.502609366529826,0.0215555555555556,3,"Urban",2,22,1512
"92",412111202,1588.54665334156,87.6210574233803,0.680346240262721,0.495788856606551,8.23013031942908,0.739661348297028,329.414774219973,0.811721068249256,7.75721162822315,6.31810056181619,0.556098330748978,0.113,1,"Urban",1,22,1512
"93",412111203,1740.28816446402,98.0960352422907,0.904588839941263,0.589500734214391,8.46563876651983,0.871002936857563,228.168828193833,0.530837004405287,11.395154185022,7.39753010279002,0.61170199795071,0.0811111111111111,5,"Urban",4,22,1512
"94",412111204,1724.22681015453,74.9646523178807,0.832151214128036,0.585657836644592,8.52870971302429,0.773077262693157,186.249417218543,0.796539735099337,8.39873620309051,6.70700110375277,0.563764431502903,0.0248888888888889,4,"Urban",3,22,1512
"95",412111301,1068.38301437084,32.5585524009815,0.506926743778479,0.34845986680687,5.20558710129688,0.476086926042762,71.5925944619699,0.00752891692954784,5.45429372590256,4.33925271643884,0.29958299361275,0,1,"Urban",1,22,1512
"96",412111302,1254.37852664577,63.5131400208987,0.647439655172414,0.442153605015674,6.05985057471265,0.577861285266458,129.408254963427,0.56512539184953,6.4682183908046,5.12068181818182,0.419500165312443,0.000555555555555556,1,"Urban",1,22,1512
"97",412121101,1005.81746666667,282.186666666667,0.631046666666667,0.479073333333334,5.94213333333334,0.495746666666667,136.963906666667,0.727533333333334,7.31833333333334,3.73702666666667,0.463535373726318,0,5,"Urban",5,22,3207.75
"98",412121102,4279.03536739538,669.181056559715,2.03791707017831,1.36556546228732,12.2555012619043,1.69325184099253,639.117844359678,4.78151815181518,17.750997987901,12.5784131022786,0.976939474146334,0.843333333333333,5,"Urban",5,22,3207.75
"99",412121201,3701.17982832302,593.733445924703,1.66600155034249,1.20426466055452,13.3798490112964,1.62477564249673,586.666142698079,4.5665944645006,14.9624997450973,11.3435378789928,0.954925129979578,0.782888888888889,5,"Urban",5,22,1932.88
"100",412121202,2754.72510243206,266.900201347171,1.26579353210904,0.899653897370688,12.4437442205721,1.35630493746421,391.92261293811,1.3878431372549,13.9230856971737,10.2014530363838,0.83913596026374,0.449777777777778,5,"Urban",4,22,1932.88
"101",412121203,2514.68053971739,191.111506129382,1.19850404334006,0.786875863541495,13.4705644835888,1.14404308702376,204.42680623823,1.17183727034121,13.4721340788881,8.17761234311607,0.742459207676058,0.239333333333333,5,"Urban",4,22,1932.88
"102",412121204,3553.9104,597.346666666667,1.87078333333333,1.15268666666667,15.5810133333333,1.97017666666667,534.178453333333,0.00433333333333334,21.872,14.5467466666667,0.873919698819699,0.723222222222222,5,"Urban",4,22,1932.88
"103",412121301,2304.43999321275,245.152275767424,1.06227966550462,0.703510330457914,10.6739819216868,1.17372946848151,306.949606522762,0.402785923753666,12.1842247431742,9.01771782599446,0.72712499152724,0.291666666666667,3,"Urban",3,22,164.5
"104",412121302,2784.85718877408,330.607339541541,1.10855167517371,0.745846887706578,10.8833813873216,1.14545267207135,286.43035472166,0.254121863799283,12.5845888699665,9.34843872111399,0.747148834943523,0.299444444444444,5,"Urban",5,22,164.5
"105",412131101,2869.66475997567,337.349311811139,1.66357709175828,1.10179610385014,11.3967458576395,1.42360312051766,382.310226824275,2.90815494393476,15.2692604534791,10.8500239084666,0.913074095654432,0.585444444444444,5,"Urban",4,22,8673
"106",412131102,3398.58353041112,427.204202804897,1.72789107989857,1.22148714824226,12.4607273621345,1.58751144199201,449.365056550605,2.8694058408862,16.1225445044665,11.564364225552,0.947911917954097,0.687666666666667,5,"Urban",5,22,8673
"107",412131201,1657.13204273481,211.183962572937,1.07426071655099,0.71812434931894,7.38377427486974,0.893862114569893,258.137454139705,2.34744908896034,10.3994680496338,7.32584307650329,0.724967927677337,0.287666666666667,5,"Urban",5,22,1091.5
"108",412131202,1728.68473243213,86.1026328348425,0.602039626801107,0.43550149096705,7.50772573723254,0.779824793324382,146.4551141018,0.00939632545931759,5.93965068836537,4.89696676113474,0.42197953871249,0,3,"Urban",3,22,1091.5
"109",412131203,2042.58918300847,47.4494749496922,0.732907917128026,0.578150065949148,9.12198793478044,0.784521589135321,322.048664156211,0.83573063973064,7.57779229790273,6.64188414521651,0.577331457816003,0.119888888888889,3,"Urban",3,22,1091.5
"110",412131204,3089.86784140969,309.949045521292,2.1925624082232,1.48217327459618,14.2287371512482,2.00344346549192,424.364170337739,4.16490455212922,20.1301027900147,14.6168135095448,0.94791270840201,0.787111111111111,5,"Urban",5,22,1091.5
"111",412131301,1967.03854686213,62.0250191151535,0.99707462988241,0.584324715569194,9.6929398146412,0.884312203263608,143.858254493383,0.291676082862523,9.91659280827266,7.97236154015679,0.564784321477377,0.109333333333333,4,"Urban",3,22,1711
"112",412131302,1628.03338869427,86.6899422293846,0.793917668831968,0.529449619076558,8.19011272934088,0.741056901516754,129.947694153392,0.00358409785932722,7.65034142774179,6.67249308461589,0.477577701899359,0.0114444444444444,2,"Urban",2,22,1711
"113",412141101,3700.82549552217,566.998779558447,1.22032084796685,0.473192189122983,10.9097596049446,1.50210104182762,397.723987035676,0,12.7578438434075,7.45869243139983,0.739620141725224,0.485111111111111,5,"Urban",5,22,341
"114",412141102,3004.43096378087,94.6513381977155,1.56881726691517,0.93083620903136,10.7576643711242,1.45449865973076,258.438451123742,1.5392616258431,14.6607121254071,10.6239653880296,0.81236558085062,0.399888888888889,5,"Urban",4,22,341
"115",412141201,2080.42368858831,70.2448376519509,0.712204247279293,0.493361855205797,9.02918727932793,0.76951581136411,211.185724041099,0.618052594171997,6.68734417055292,6.1540923305322,0.531403128805167,0.0118888888888889,3,"Urban",3,22,1519
"116",412141202,2473.45976097141,131.286945995647,1.0480303530314,0.689445554138148,15.8857295917871,1.27833949890379,347.434445153355,1.77543316121629,11.2801427631688,9.49462601511929,0.789305935908071,0.418888888888889,4,"Urban",3,22,1519
"117",412141203,958.250983947754,138.090047418078,0.468414287720124,0.220299296664509,5.20212241966526,0.321826875566443,98.9658171565056,0.0285,5.21971382672588,2.51591040030917,0.286890131683171,0,2,"Urban",2,22,1519
"118",412141204,979.989082905782,88.9196301647086,0.373331203485009,0.139533925166196,4.74133347197848,0.249064863612699,71.5507851588785,0.0113432835820896,4.4622643010385,2.20277657896428,0.225919448937785,0,3,"Urban",2,22,1519
