"","hhid","energy_kcal","vita_rae_mcg","thia_mg","ribo_mg","niac_mg","vitb6_mg","folate_mcg","vitb12_mcg","fe_mg","zn_mg","mar","mpa","sep_quintile","res","res_quintile","adm1","survey_wgt"
"2785",473371203,1969.68531822091,129.020113993937,0.37546824274668,0.141325896612799,3.04111018443286,0.345153848070707,68.1021170295886,0,5.32242373632851,2.16789805955851,0.228192081999339,0,4,"Urban",4,10,7808.5
"2786",473371204,1690.3616189942,19.4791809851766,1.20561344350138,0.742834614658269,9.26770353524511,0.954640177358482,211.332375757612,1.34993804213135,11.9937310484927,8.92748657744259,0.679888722422781,0.137666666666667,3,"Urban",3,10,7808.5
"2787",473371301,1478.54445661047,24.5740900696883,0.950549102863007,0.595554245023514,8.10582116415586,0.811480634417515,129.710961853683,0.810152565880721,9.37113127568448,7.12557493447883,0.545582060336488,0.0794444444444444,1,"Urban",1,10,2121.88
"2788",473371302,1395.40043229713,15.4982877336544,0.93563782804085,0.605823033266815,7.50895508947386,0.776637040446213,126.939851937856,1.09904162294509,9.12730580594166,6.95989715411806,0.547198261344348,0.0717777777777778,1,"Urban",1,10,2121.88
"2789",473381101,4145.65592585045,186.156990120552,1.93095167540815,1.1757977071687,12.9219471999385,1.5649150998608,297.197330159195,2.06587926509186,16.9199417760022,12.48871472856,0.893302949228056,0.631333333333333,5,"Urban",5,10,843.75
"2790",473381102,3793.10182515577,120.742288452618,1.76968132433402,1.0707378597135,13.6967861977708,1.54230048551117,240.454093708581,2.34286252354049,16.6778125605734,12.3885533629988,0.864046546608893,0.583777777777778,5,"Urban",4,10,843.75
"2791",473381201,2063.88223552894,22.4927145708583,1.48576180971391,0.916906187624752,11.5783366600133,1.13636726546906,169.07884231537,1.2480372588157,15.8827677977379,11.6243512974052,0.737192305487288,0.303222222222222,1,"Urban",1,10,5343.75
"2792",473381202,1773.14519512955,42.9578567055399,1.39547077142188,0.873536245969439,9.46811450251252,1.00262334361729,168.828578658387,1.4688165374677,14.1071272205629,10.3095973988294,0.714567945581401,0.181111111111111,2,"Urban",2,10,5343.75
"2793",473381203,2301.51237707052,48.1613469926001,1.33074844774469,0.847669916518777,12.5710858008546,1.20364147703891,292.57422299038,1.32015098722416,14.243505976675,10.9041946812211,0.774685177843405,0.430888888888889,4,"Urban",4,10,5343.75
"2794",473381204,1838.26345429597,14.6979516205964,1.32365992047463,0.830418864146979,9.38838123699765,1.00521185174842,185.122890641954,1.09927469135802,14.3963900944333,10.1094120028137,0.691050263224429,0.169111111111111,2,"Urban",2,10,5343.75
"2795",473381301,1644.22853663073,40.7736032120874,1.06321744375322,0.635114204057088,8.66499672434478,0.883445900255136,142.397126345135,0.61349234393404,10.9721345575993,8.04197548730771,0.577072516614328,0.111333333333333,1,"Urban",1,10,1218.75
"2796",473381302,1523.89115102158,39.8616827848698,0.925125829522546,0.529701276011222,6.84171495943661,0.754267517928588,127.505053930829,0.137044500419815,9.96526853125677,6.90463173907945,0.487926440994302,0.0665555555555555,3,"Urban",2,10,1218.75
"2797",473391101,3282.72936866582,383.177462721559,1.6859230244757,1.1920884716478,10.2804078514805,1.27972529860186,435.106391398368,4.14435951875442,13.65697405662,10.5508315781617,0.914184322614584,0.506444444444444,5,"Urban",4,10,109.38
"2798",473391102,2203.19162912913,107.383633633634,1.53643543543544,0.972431681681682,11.6642207207207,1.22431268768769,207.18152027027,2.13931681681682,14.4311636636637,11.2881606606607,0.82021423252203,0.409222222222222,4,"Urban",3,10,109.38
"2799",473391201,1588.65129342203,68.4933503325942,1.08880709534368,0.69129490022173,8.71419512195122,0.938119733924612,160.693998521803,1.2219512195122,10.8428677014043,8.00187730968219,0.634187083299318,0.113222222222222,2,"Urban",1,10,1078.13
"2800",473391202,2314.39489051095,43.7566909975669,1.75928824006489,1.1692499594485,13.2719334955394,1.38383503649635,219.268653690187,2.59741768045418,17.2969586374696,12.9367429034875,0.848664742592402,0.558555555555556,3,"Urban",2,10,1078.13
"2801",473391203,1965.01982378855,17.4197136563876,1.35910425844347,0.915785609397944,12.5713656387665,1.25325991189427,195.907342143906,0,14.9965124816446,11.2397944199706,0.684129280423152,0.354666666666667,1,"Urban",1,10,1078.13
"2802",473391204,2013.76646090535,23.6299639917695,1.47839506172839,0.921553497942387,12.9783950617284,1.29920267489712,310.838991769547,0.421810699588477,16.6107767489712,12.1103395061728,0.745439586516389,0.491111111111111,2,"Urban",2,10,1078.13
"2803",473391301,1542.78354297694,58.1897798742138,1.02567662473795,0.623208595387841,8.88423270440252,0.885452306079665,197.299785115304,0.610849056603773,10.7670020964361,7.97593291404613,0.604907574400152,0.107888888888889,1,"Urban",1,10,281.25
"2804",473391302,1809.41817087846,94.1114981949459,1.13246871239471,0.719419975932611,9.56528158844765,1.01021600481348,265.583694344164,0.43346570397112,12.9165944645006,9.40082430806257,0.678571169654186,0.227111111111111,1,"Urban",1,10,281.25
"2805",473401101,2002.00691138768,243.666435452499,1.33680129915775,0.875965217503343,10.1596894916268,1.21700884740667,348.987644725553,2.01394315245478,13.8091644055665,9.4232692048026,0.841244122343511,0.360888888888889,5,"Urban",4,10,153
"2806",473401102,2308.00525186213,428.536123032457,1.92401987183438,1.3143334905987,13.8820540785727,1.9054408132085,737.289046824057,3.76719160104987,21.8992177243621,12.0377190145883,0.983578573866866,0.776,5,"Urban",5,10,153
"2807",473401103,2969.44921207523,236.111650141872,1.80248119309049,1.20774427369931,12.7538172012815,1.62834644795733,362.73695529459,3.19674267100977,17.9641021502497,11.9334353327327,0.912540379242076,0.683666666666667,5,"Urban",5,10,153
"2808",473401104,2907.32527866031,343.657412186401,1.79139821495416,1.1461750226489,12.6888863554484,1.64798525528551,399.110627365481,1.92237266279819,19.837597335461,12.3465935326099,0.936645345241353,0.611666666666667,5,"Urban",5,10,153
"2809",473401201,675,198.865384615385,0.346153846153846,0.173076923076923,3.05769230769231,0.346153846153846,88.3846153846154,0,6.40384615384615,2.42307692307692,0.260536047994597,0,4,"Urban",3,10,355.5
"2810",473401202,877.5,258.525,0.45,0.225,3.975,0.45,114.9,0,8.325,3.15,0.338696862392976,0,4,"Urban",3,10,355.5
"2811",473401203,2361.23386619325,237.708605229391,1.57300190034656,0.985433155889213,12.1841039201302,1.43914039159826,317.577625897979,1.06282335550628,17.0772372158034,11.4619105281287,0.837437049579118,0.512222222222222,4,"Urban",3,10,355.5
"2812",473401204,877.5,258.525,0.45,0.225,3.975,0.45,114.9,0,8.325,3.15,0.338696862392976,0,4,"Urban",3,10,355.5
"2813",473411101,2105.09921965884,115.401130483453,1.41752284132831,0.869699262688958,10.5308643404053,1.11811386963567,191.738721114242,1.56387472035794,13.656587158473,10.0114151962521,0.762447049743317,0.208222222222222,5,"Urban",4,10,1400
"2814",473411102,1969.537817269,168.196422576485,1.22528160461568,0.796477566804308,8.7266320438883,0.966280994782971,198.821196720008,1.33100233100233,12.1759176704922,8.65147359956062,0.70501041190263,0.122333333333333,4,"Urban",4,10,1400
"2815",473411103,2380.64135607426,157.079336013298,1.45530727462957,0.939960671057854,10.2931043162655,1.13200298557442,223.106273725557,2.39279742765273,13.0849527893432,9.86053516261062,0.810379881501921,0.314888888888889,5,"Urban",5,10,1400
"2816",473411104,2844.64078092743,220.971939438076,1.78211210030098,1.17440581051737,12.7634172292081,1.41732169151649,454.064170636558,3.81484619263742,16.3507726070878,12.2172840663663,0.898255270266365,0.657333333333333,5,"Urban",5,10,1400
"2817",473411201,1884.83317897476,79.9617383335361,1.18346952955933,0.750183600756126,8.8962743108609,0.949677679660776,166.821255136238,1.30559523809524,11.8068568621429,8.61413398701063,0.663469159465132,0.121333333333333,4,"Urban",3,10,448
"2818",473411202,3178.9471511763,164.177329621146,1.99057731224971,1.27431987425977,14.2877572507293,1.57818791833846,310.874293259785,2.50213991769547,19.1760817478322,14.1595336039202,0.907930767765351,0.717555555555556,4,"Urban",4,10,448
"2819",473411203,2014.54421124907,134.413404646898,1.25656112589635,0.784375609536468,10.2712384811299,1.05029420719095,178.15138846542,1.08738438095238,12.2359187223541,9.29686340550572,0.703705312270378,0.169111111111111,4,"Urban",3,10,448
"2820",473411204,2034.23812228612,54.4321831339822,1.33256912474104,0.850569035234738,9.85852232786015,1.03806343942275,170.645766231016,1.41367063492064,13.2020866300494,9.62174624972845,0.709135034165477,0.164333333333333,4,"Urban",3,10,448
"2821",473421101,3190.62014727895,244.923016325853,1.8487078625261,1.28611269322019,13.3540477999244,1.67455431105822,323.553359437197,4.69272965879265,16.9741832664945,11.3875923149204,0.916326265051882,0.701444444444444,5,"Urban",5,10,580
"2822",473421102,4217.55513334616,74.9068691922075,1.78730404269275,1.10216402360669,13.8178586916186,1.62421006122976,289.005994246513,2.39977564102564,17.9284036912502,11.7901437498465,0.866784978455795,0.658222222222222,5,"Urban",5,10,580
"2823",473421201,2654.20984670029,111.526324739756,1.62522826408553,1.04174846966203,11.6285785124519,1.31237241147184,242.327755379615,2.56302497846684,15.7912395204731,10.985757834594,0.855914088063281,0.486444444444444,4,"Urban",3,10,470
"2824",473421202,2202.66214854683,97.308941083942,1.30203416449014,0.795719441407024,10.1565975551996,1.06261295946482,275.212087905105,1.87376631079478,13.301274716138,9.20002210166332,0.776006244652735,0.282,4,"Urban",3,10,470
"2825",473421203,1536.93912286502,46.0250596268489,1.02509453835513,0.644400977611653,7.62488479462785,0.850799381268457,136.712136403818,1.72953216374269,9.67603443065126,6.99877812435052,0.607443258739421,0.110888888888889,3,"Urban",2,10,470
"2826",473421204,1738.4331535735,63.9161899731145,1.16932733859342,0.738004759635317,9.08949461675798,1.00305336448255,179.810466985041,1.83187878787879,11.1490989308197,7.88299618585343,0.689087336954296,0.140666666666667,4,"Urban",3,10,470
"2827",473421301,1268.21659012446,19.5134347330152,0.946097851024453,0.552281824793169,7.79564945888311,0.801168178192865,162.6333987219,0.599732999582812,10.4374722386874,7.21590307384072,0.545937142560662,0.0792222222222222,1,"Urban",1,10,220
"2828",473421302,1866.89567146211,25.997143396734,1.27115051291467,0.777315176610013,10.5692505984842,1.09996535728946,157.602845188271,0.89027711797308,13.2112129154926,9.57083082818079,0.67351236508999,0.187333333333333,1,"Urban",1,10,220
"2829",473431101,2676.34079243818,213.432088584599,1.80402399563727,1.37598981584307,12.9155779734184,1.4745194216926,314.450933543128,4.90041994750656,18.1268868922937,11.9111020711714,0.916090190329597,0.731555555555556,5,"Urban",4,10,1737
"2830",473431102,2301.8581218533,80.6661814290364,1.64977469354781,1.1004876951341,12.7066445764269,1.30827739661262,361.064009955512,2.89097142857143,15.786510416485,12.0716761200738,0.857323198402625,0.609888888888889,4,"Urban",3,10,1737
"2831",473431201,2076.70689354276,22.4042321116928,1.50026832460733,0.936439790575917,11.843390052356,1.15257678883072,250.054267015707,1.95166666666667,14.4964572425829,11.3620069808028,0.808406150675691,0.414333333333333,2,"Urban",2,10,1061.5
"2832",473431202,1695.98199492394,62.1247234394423,1.19195626502407,0.792093715929613,10.2421325316578,1.00327688804878,310.386025015071,2.02004028197382,12.0117995498308,9.1578599643083,0.763668097516634,0.325555555555556,2,"Urban",1,10,1061.5
"2833",473431203,2289.86167630709,82.264104701272,1.56790150560558,1.03536417084684,12.2186639361096,1.22814467217372,285.223866484291,2.48807977207977,15.2141560717743,11.5008489396674,0.843138885833388,0.555111111111111,2,"Urban",2,10,1061.5
"2834",473431204,3035.31612737969,104.7669856018,2.3223247412527,1.51850464823456,16.953529667621,1.78092859310136,469.478565586102,4.25965341488277,22.1261895545178,16.5104841432805,0.911287388232852,0.823444444444444,3,"Urban",3,10,1061.5
"2835",473431301,2070.17533092659,99.2373104693141,1.47723225030084,0.904470517448856,11.5699458483754,1.22175451263538,216.098423586041,1.09549939831528,15.9158724428399,11.7731768953069,0.773417361347513,0.335,2,"Urban",2,10,2943.25
"2836",473431302,2021.41955034213,44.096339198436,1.3585826001955,0.881837732160312,11.898357771261,1.12929325513196,321.039501466276,1.34622678396872,14.4740566959922,10.9445161290323,0.772921444744025,0.406888888888889,2,"Urban",1,10,2943.25
"2837",473441101,2030.50815465017,156.49211863809,1.22454248619651,0.793309441036034,10.3267940159044,1.07337519943357,269.759019800365,2.34034431137725,12.029343266449,9.12161172111591,0.791709144497821,0.356555555555556,5,"Urban",4,10,210
"2838",473441102,2175.67774794327,210.392345691058,1.34760595821314,0.856317202936964,10.5666608895387,1.16563942093415,311.449265436928,2.27593731163351,12.9010595611379,9.50862554444399,0.828165252024306,0.408333333333333,5,"Urban",4,10,210
"2839",473441201,1572.39797442212,87.7172554181436,1.17385295185198,0.705471647779761,9.09371628303857,0.940210976874682,230.808638208234,0.756566332218506,12.5889151753258,8.34596915941174,0.661486792194783,0.147555555555556,1,"Urban",1,10,1110
"2840",473441202,1876.60660291109,133.918842644516,1.39379152172497,0.849615620373123,10.6475842913196,1.16056277421263,207.74149854551,0.800990476190476,14.1540145196196,10.0140247644371,0.736962339533555,0.219777777777778,2,"Urban",1,10,1110
"2841",473441203,1736.89545912641,53.0199811864458,1.37193480547326,0.866111709126905,9.49210853619253,0.992513422865876,160.855260557845,2.18703256494695,12.2716470670327,9.30786955799276,0.722737033488446,0.236666666666667,2,"Urban",1,10,1110
"2842",473441204,1933.44264149917,134.248316221436,1.48395197350676,1.05174144937028,11.0152356369358,1.17115532935318,271.467906919711,3.9663834422658,13.2432251820264,9.93068491394022,0.838745413852679,0.431111111111111,2,"Urban",2,10,1110
"2843",473441301,1609.40183391621,24.9249111403484,0.978448420688563,0.643252121573352,9.46918549964072,0.950351473717124,145.398879269052,1.30924187725632,10.0107302344125,7.53088386390599,0.617666348151704,0.103111111111111,1,"Urban",1,10,660
"2844",473441302,1741.29522606277,74.9437006119195,1.15333053714079,0.717627265988261,10.8716407575423,1.14302146775326,317.524373365925,1.01072375127421,13.6180138250617,8.98333226875281,0.729619259304287,0.295444444444444,1,"Urban",1,10,660
"2845",473451101,2452.60312572912,34.6718434321414,1.57538835399751,1.02302909881178,11.9002188389898,1.34824610643037,240.143367954219,1.74526748971193,16.1197455683226,11.1755021272999,0.823393671114483,0.422555555555556,5,"Urban",4,10,461
"2846",473451102,3542.40687085072,501.429091098221,1.68802576460468,1.16926462619807,12.7225642677394,1.59947306465779,453.453767416211,2.49393752568845,18.3939471838085,12.9443566392612,0.968954742696077,0.742666666666667,5,"Urban",4,10,461
"2847",473451201,2076.4161025607,28.3666512708908,1.32985230327952,0.843858478252789,11.6578651142164,1.17860389747332,330.383584426104,1.92594990366089,13.8159290423841,9.71895817403825,0.794025327677621,0.401,3,"Urban",2,10,461
"2848",473451202,1758.44640974414,81.4106981954256,1.02007437989932,0.662129543372883,8.78724519891243,0.891839339982462,179.01072235665,0.519155165202844,10.7064645307132,7.97650676535892,0.599549282214863,0.106555555555556,3,"Urban",2,10,461
"2849",473451203,2278.99426172809,24.4968130670936,1.44691276873884,0.894409292469493,11.2663323208038,1.29572796364055,223.265451105436,1.03804644808743,15.5948399841541,10.4902650327712,0.760333078259729,0.316888888888889,4,"Urban",3,10,461
"2850",473451204,2330.14571794907,33.9135983925005,1.53015014713128,0.936589487894593,14.5356476210992,1.46641579113103,349.111237881292,1.38405982905983,16.9843131695484,11.8817598087296,0.804435895393893,0.540555555555556,2,"Urban",2,10,461
"2851",473451301,2207.34039786488,143.422894696685,1.44050905286876,0.902549146701113,11.7269719997864,1.26809476425134,353.142359426304,0.984080298786181,16.1373891919089,10.9339203286505,0.797209464465498,0.430666666666667,3,"Urban",2,10,345.75
"2852",473451302,1655.70077131445,50.1457556247851,1.03265729422089,0.643433292279945,9.04801402885887,0.910492481922384,137.978189605526,0.492620545073375,10.7426049762687,8.26610859706017,0.578713215465396,0.109,1,"Urban",1,10,345.75
"2853",473461101,2545.41260640347,213.902150793852,1.65880113613213,1.15403638512618,11.5035896987036,1.38012878601503,494.222257989957,3.76832391713748,16.8353349247137,11.3276090126708,0.897314749985241,0.599222222222222,5,"Urban",5,10,1044.63
"2854",473461102,2604.87100231378,206.969421035565,1.61592502599316,1.08649946541977,12.5224890783579,1.35397014669525,309.93728297207,2.31632892804699,16.159840193523,12.1527987764095,0.886619647811832,0.616,4,"Urban",3,10,1044.63
"2855",473461201,2462.67701037598,316.892603902181,1.59915387801329,0.954745812745095,13.9942389968681,1.65090771909237,374.203882598877,0,20.6909807337125,12.1928167533557,0.811649328088764,0.577555555555556,3,"Urban",3,10,1404.25
"2856",473461202,2792.37489783314,195.953348228438,1.82416006463383,1.19193347542743,12.9691626198085,1.50072751996635,285.471327408545,2.49992764857881,18.370487916657,12.8275226091986,0.904098640465087,0.675333333333333,4,"Urban",3,10,1404.25
"2857",473461203,2404.23340500645,43.3108546813606,1.48251142762257,0.951882664420117,12.8163663761287,1.30745803331135,211.443921362826,1.44049497293117,16.7281104571697,12.0776984761218,0.792602305649476,0.389333333333333,4,"Urban",3,10,1404.25
"2858",473461204,1834.8411701829,51.9348451669519,1.27974158129877,0.816761592254112,9.417046293159,0.996178534015726,180.26241923198,1.36863784822286,12.8020472576052,9.43685646973605,0.695413833347326,0.145777777777778,3,"Urban",2,10,1404.25
"2859",473461301,1626.93386716835,85.1080271243745,0.944654416297464,0.643637678388552,8.40389626349605,0.80969147703657,156.57477272678,0.929830065359477,9.75643500809514,7.54520519976897,0.591346798078923,0.0787777777777778,1,"Urban",1,10,102.75
"2860",473461302,1606.18973020017,137.294712793734,0.94604003481288,0.628342036553524,7.94237162750217,0.828289817232375,231.519582245431,0.802480417754569,10.5785030461271,7.4639686684073,0.62822754326645,0.106222222222222,1,"Urban",1,10,102.75
"2861",473471101,2860.57954271962,453.042293622142,1.72297232250301,1.13879663056558,12.8558363417569,1.53696991576414,680.617521058965,2.66933814681107,16.9152226233454,12.2347051744886,0.950635264963772,0.689888888888889,4,"Urban",3,10,172.5
"2862",473471102,3070.87665319917,268.578434581254,2.0738870257188,1.2569318645769,13.1691039908912,1.57459630115447,462.759444717851,3.44893970893971,18.6358413878532,13.7522032986302,0.927438569346831,0.709444444444444,4,"Urban",4,10,172.5
"2863",473471201,1767.68553385149,97.1428669843081,1.16362536524604,0.718113681472681,9.52323406161221,0.963921433145067,235.277200098444,1.33687896695119,11.102754619462,8.58715487950588,0.700550818521704,0.164111111111111,3,"Urban",2,10,1725
"2864",473471202,2278.96712678937,118.34273006135,1.84665132924336,1.12842024539877,14.4524079754601,1.50557770961145,284.504626789366,1.76779141104295,17.2477760736197,12.9714979550102,0.862601895314127,0.565,2,"Urban",2,10,1725
"2865",473471203,1578.30980088496,87.40556600295,1.24736172566372,0.743842182890856,9.71034660766963,1.03402175516224,192.215993362832,0.766821533923304,12.0613126843658,8.94176106194691,0.666232730467102,0.141888888888889,1,"Urban",1,10,1725
"2866",473471204,1611.83243440604,77.0109249225943,1.25566560346322,0.736784824780808,9.64927212525153,1.02256835653719,205.616240880609,0.900124031007752,12.3358455668161,8.9456188975374,0.676441793522562,0.142111111111111,2,"Urban",2,10,1725
"2867",473471301,1283.43125925926,56.2691920987654,0.906613333333333,0.562798024691358,7.44688888888889,0.765462716049383,132.102009876543,0.0524839506172838,10.1067555555556,7.32091358024691,0.504127233446493,0.0603333333333333,1,"Urban",1,10,1466.25
"2868",473471302,2131.47055167505,131.963214555568,1.53005069552665,0.972317972135662,13.0566659320333,1.35033191533837,406.774967994032,1.86110615521856,15.6843471785121,11.6165318703425,0.849777414720872,0.527666666666667,1,"Urban",1,10,1466.25
"2869",473481101,2125.95867306036,75.4096999281011,1.28833198819454,0.827298265635779,10.4919243012572,1.0810977943161,155.88983605866,1.49313482216708,12.5754207885753,9.60601568702876,0.716555703224478,0.188111111111111,4,"Urban",3,10,560
"2870",473481102,3450.46576585495,433.07517367955,2.31547944236118,1.45332327534919,19.27957257676,2.27804605189352,657.544090178977,3.24913353720693,23.5801329756609,16.1614885492218,0.987091876117812,0.857,5,"Urban",5,10,560
"2871",473481201,2147.95055678209,146.464329535406,1.56546907048328,0.882382716833708,13.7706490465601,1.52880393682443,221.703957851114,0.117192353643967,16.4278866938365,11.728065644389,0.73960694867273,0.447888888888889,2,"Urban",1,10,1372
"2872",473481202,1888.2895735462,42.0582851176395,1.38966761632428,0.839809988381305,10.9849710114954,1.25310480085886,178.938708089837,0.344845814977974,15.1300996599131,10.489146848735,0.695336670448491,0.276111111111111,4,"Urban",3,10,1372
"2873",473481203,1490.70098039216,34.3519319492503,0.957968858131488,0.554794694348327,8.81498269896194,0.827048442906574,113.528229527105,0.238246828143022,10.2749769319492,7.52666089965398,0.522696988597384,0.0853333333333333,2,"Urban",2,10,1372
"2874",473481204,3195.79420028537,206.279363158565,2.33455994566823,1.40352028531094,18.6948439831411,2.20455822616865,457.678445915069,1.5684731670446,24.3633820975151,17.3845189502279,0.911690541742515,0.733555555555556,3,"Urban",2,10,1372
"2875",473481301,1255.93550218296,36.7451214744931,0.826724934494102,0.499118520116522,6.90994600876784,0.672628461477084,92.2600120292915,0.653214285714286,8.0939659168432,6.09749906394071,0.464208114139244,0.0232222222222222,1,"Urban",1,10,1232
"2876",473481302,1374.11200613732,10.7124856156502,0.898332949750671,0.531051783659379,7.86784810126582,0.761202915228232,88.8462217107787,0.00274645186037591,9.3952052167242,7.21470655926352,0.468091335713309,0.0552222222222222,1,"Urban",1,10,1232
"2877",473491101,1987.77970677158,19.4941970671269,1.35176199857603,0.844693679770683,10.0153032482036,1.00256597576696,222.486781473662,1.95378289473684,11.8654124690671,9.90307671791105,0.748741057364905,0.235444444444444,4,"Urban",3,10,1421
"2878",473491102,1769.2534718462,16.0365010327313,1.23092633451852,0.78853142361539,9.78646063476199,0.957863967306904,238.966699392885,1.98009606147935,10.4737131513894,9.05346492690838,0.72965253017259,0.225444444444444,3,"Urban",2,10,1421
"2879",473491201,1531.78012666949,48.4249221829015,1.07294154513074,0.692803558897654,8.39109472679968,0.833027647180527,183.72875383028,1.51016330451489,10.9455895942397,8.06282417103658,0.644942388404268,0.113555555555556,3,"Urban",2,10,797.5
"2880",473491202,1781.02373982389,77.5102223752037,1.27325145577824,0.839934445635325,9.41980279098182,0.971985318159651,231.328072080407,2.2654556143445,12.5371650167313,9.21407954956825,0.755184728522939,0.261888888888889,2,"Urban",2,10,797.5
"2881",473491203,1414.46073549101,67.1697868390997,0.949852020784366,0.64552767812264,8.15977528084225,0.852894032888157,249.707144646836,0.844519774011299,10.8528592608343,7.75505357399585,0.633044612999236,0.132444444444444,2,"Urban",2,10,797.5
"2882",473491204,1160.86559120618,9.96135175282234,0.831647058823528,0.520986928104575,6.34400178253119,0.632443850267379,128.240151515151,1.05839572192513,7.34359180035649,6.1576440879382,0.486894604454319,0.0231111111111111,1,"Urban",1,10,797.5
"2883",473491301,1682.59478142076,14.3323224043716,1.01356420765027,0.658418032786885,9.36049180327868,0.880534153005464,162.369269125683,0.144139344262295,10.4818032786885,8.61840846994535,0.566493245933969,0.112666666666667,1,"Urban",1,10,580
"2884",473491302,1890.63655010865,66.8482460579811,1.32898924761535,0.827140633918913,10.8552901296135,1.05928627439518,255.896531681732,0.605270655270656,14.7102239535515,10.5619465524466,0.725967658345099,0.300111111111111,1,"Urban",1,10,580
"2885",473501101,3016.30358635587,407.570766583333,1.73073050841308,17.5070906503285,12.6255999748614,1.44033743375732,404.891235439628,2.42899412628488,17.6743766479284,12.4202363576443,0.957867971826931,0.756,5,"Urban",4,10,1038.75
"2886",473501102,4185.14760121619,749.906895348542,2.16609232479395,1.55723919443556,13.8715419272466,1.82340089871775,854.410819958859,5.00299559471366,23.066826672386,14.9892313884716,1,0.952666666666667,5,"Urban",5,10,1038.75
"2887",473501201,1576.3065713122,71.8579025711509,1.1907201744487,0.744433970779653,9.20725429076798,0.913352362938784,219.243485297,2.2125612745098,11.5176525526102,8.84758108425884,0.724161880415909,0.234333333333333,1,"Urban",1,10,3601
"2888",473501202,2420.70391283118,81.8047999139536,1.57653417564373,0.995481296890538,13.2720350855047,1.32890982236226,290.600325767696,1.37402387041773,17.1147943060874,12.7195851682806,0.82041874082887,0.503111111111111,2,"Urban",2,10,3601
"2889",473501203,2344.29210931183,81.4976205020665,1.62010377777218,0.99820128185841,11.9102249212422,1.25092170728153,226.870061641051,1.70968712394705,16.5098288668547,12.0503941811051,0.821754002402053,0.371222222222222,3,"Urban",2,10,3601
"2890",473501204,1983.43985744197,46.5528094839088,1.40714738308549,0.951485819683153,10.6840161856977,1.08017056765223,257.454238298732,3.55670781893004,12.8324135529161,10.3453234805731,0.800218682558213,0.406777777777778,1,"Urban",1,10,3601
"2891",473501301,1318.56686507937,47.5594557823129,0.927984126984127,0.553141156462585,7.56260544217687,0.756254535147393,251.904274376417,1.11561224489796,10.1415362811791,7.24963718820862,0.612566575153253,0.128,1,"Urban",1,10,6094
"2892",473501302,1770.74439062549,129.060492405802,1.37512072187983,0.818553077661492,10.3292250239008,1.0622885648607,215.897722392295,1.22420492348636,13.9866748862439,9.94501740056122,0.747145629589847,0.199555555555556,1,"Urban",1,10,6094
"2893",473511101,2690.76628665627,114.083425924415,1.73724488035327,1.20495250294423,12.4134656551362,1.46111896214277,264.563295954705,2.99008605851979,16.403906572975,12.4413202406712,0.87689190185128,0.632555555555556,5,"Urban",4,10,2175.75
"2894",473511102,2503.45902134384,291.290074303357,1.9769185225701,1.42561776192213,11.9783027405256,1.59233497757989,377.632758507996,4.49906020558003,17.8544098748475,12.6539499431616,0.932393489867493,0.738,5,"Urban",4,10,2175.75
"2895",473511201,2262.40551204644,56.3390921509947,1.52488147199145,0.948781835176077,10.8666410466168,1.23099409819825,214.137163140001,1.61968917470525,14.2130939036789,10.6136785692799,0.786723475162204,0.275777777777778,4,"Urban",3,10,3263.63
"2896",473511202,3369.86437086632,286.341497203631,1.16397011350549,0.750424268870697,9.36754155480701,1.14867548705315,726.989790240531,3.35940029985008,13.0254594215973,8.14363479156723,0.808522260814606,0.356888888888889,5,"Urban",4,10,3263.63
"2897",473511203,2548.92287283146,108.444442092299,1.83998762219297,1.14382758674258,12.9372356972475,1.43764065718011,267.45064641633,2.09651960784314,17.0838268930565,12.7783557540153,0.873761489533429,0.599555555555556,4,"Urban",3,10,3263.63
"2898",473511204,2207.82134019993,72.631187470501,1.63841583362635,0.998454316636744,12.2149393899899,1.37213848751817,241.992409951997,1.00621659634318,16.9358457567374,12.1031492642424,0.793712352880493,0.440555555555556,4,"Urban",3,10,3263.63
"2899",473511301,2315.87154167152,33.3864237984686,1.6713313815405,1.02938802303196,13.5507008892602,1.46765375235361,287.387818229073,0.196769953051644,19.413857636484,13.532356736364,0.758338616572149,0.550333333333333,1,"Urban",1,10,967
"2900",473511302,1516.32174518544,20.680526141112,1.09847713636725,0.688093483886313,8.42166639633218,0.885387411104878,130.299376707749,0.706326164874552,10.7894520271565,8.4164506056246,0.577706209072028,0.116,1,"Urban",1,10,967
"2901",473521101,3958.13656861313,99.851310433563,2.2527106155592,1.50188364867747,20.1363484638163,2.02830082845531,296.498802314868,0.5748031496063,22.2154718652704,17.7977384251466,0.831437988467097,0.708,5,"Urban",5,10,8865
"2902",473521201,1559.22947454844,129.840931855501,1.17763793103448,0.800471264367816,8.37662561576355,0.970288998357963,210.725944170772,1.17193760262726,11.6006568144499,8.46262725779967,0.685004952682759,0.122666666666667,3,"Urban",3,10,5294.38
"2903",473521202,1737.88907920156,247.616357429321,1.28573213809809,0.816356796485614,9.05327323884486,1.16356756421174,283.948460249225,1.24507189542484,12.8998133169436,9.09634769309216,0.771289149786824,0.249111111111111,4,"Urban",3,10,5294.38
"2904",473521301,1854.92438503929,51.0541966225295,1.15067123570977,0.708045823095053,10.2898930765274,0.975459360260457,202.844999222398,0.454277286135693,12.1729290741404,8.65147984659636,0.64053092473899,0.152444444444444,2,"Urban",2,10,492.5
